ID,Cidade,Estado,Sigla,IBGE,Latitude,Longitude
5026,SERRITA,PERNAMBUCO,PE,2614006,-7.947695,-39.295738
5027,SERRO,MINAS GERAIS,MG,3167103,-18.604444,-43.379445
5028,SERROLÂNDIA,BAHIA,BA,2930600,-11.420001,-40.297494
5029,SERTANEJA,PARANÁ,PR,4126405,-23.036763,-50.816802
5030,SERTÂNIA,PERNAMBUCO,PE,2614105,-8.068467,-37.268393
5031,SERTANÓPOLIS,PARANÁ,PR,4126504,-23.060043,-51.037354
5032,SERTÃO,RIO GRANDE DO SUL,RS,4320503,-28.013046,-52.411585
5033,SERTÃO SANTANA,RIO GRANDE DO SUL,RS,4320552,-30.465566,-51.623302
5034,SERTÃOZINHO,PARAÍBA,PB,2515930,-6.752366,-35.440732
5035,SERTÃOZINHO,SÃO PAULO,SP,3551702,-21.137578,-47.991374
5036,SETE BARRAS,SÃO PAULO,SP,3551801,-24.295000,-47.942513
5037,SETE DE SETEMBRO,RIO GRANDE DO SUL,RS,4320578,-27.909984,-54.603736
5038,SETE LAGOAS,MINAS GERAIS,MG,3167202,-19.466111,-44.246944
5039,SETE QUEDAS,MATO GROSSO DO SUL,MS,5007703,-23.978822,-55.042835
5040,SETUBINHA,MINAS GERAIS,MG,3165552,-17.599514,-42.161673
5041,SEVERIANO DE ALMEIDA,RIO GRANDE DO SUL,RS,4320602,-27.433218,-52.115507
5042,SEVERIANO MELO,RIO GRANDE DO NORTE,RN,2413607,-5.781136,-37.957677
5043,SEVERÍNIA,SÃO PAULO,SP,3551900,-20.810753,-48.805380
5044,SIDERÓPOLIS,SANTA CATARINA,SC,4217600,-28.597588,-49.425001
5045,SIDROLÂNDIA,MATO GROSSO DO SUL,MS,5007901,-20.930212,-54.969219
5046,SIGEFREDO PACHECO,PIAUÍ,PI,2210656,-4.915001,-41.732496
5047,SILVA JARDIM,RIO DE JANEIRO,RJ,3305604,-22.650453,-42.391915
5048,SILVÂNIA,GOIÁS,GO,5220603,-16.659972,-48.608326
5049,SILVANÓPOLIS,TOCANTINS,TO,1720655,-11.147099,-48.169370
5050,SILVEIRA MARTINS,RIO GRANDE DO SUL,RS,4320651,-29.638490,-53.548448
5051,SILVEIRÂNIA,MINAS GERAIS,MG,3167301,-21.158611,-43.215556
5052,SILVEIRAS,SÃO PAULO,SP,3552007,-22.663840,-44.852157
5053,SILVES,AMAZONAS,AM,1304005,-2.838500,-58.503060
5054,SILVIANÓPOLIS,MINAS GERAIS,MG,3167400,-22.029723,-45.835277
5055,SIMÃO DIAS,SERGIPE,SE,2807105,-10.738966,-37.809250
5056,SIMÃO PEREIRA,MINAS GERAIS,MG,3167509,-21.963611,-43.311667
5057,SIMÕES,PIAUÍ,PI,2210706,-7.597047,-40.817600
5058,SIMÕES FILHO,BAHIA,BA,2930709,-12.786784,-38.403036
5059,SIMOLÂNDIA,GOIÁS,GO,5220686,-14.473331,-46.483279
5060,SIMONÉSIA,MINAS GERAIS,MG,3167608,-20.123384,-42.002429
5061,SIMPLÍCIO MENDES,PIAUÍ,PI,2210805,-7.857860,-41.909137
5062,SINIMBU,RIO GRANDE DO SUL,RS,4320677,-29.534688,-52.519991
5063,SINOP,MATO GROSSO,MT,5107909,-11.850822,-55.517596
5064,SIQUEIRA CAMPOS,PARANÁ,PR,4126603,-23.687481,-49.830416
5065,SIRINHAÉM,PERNAMBUCO,PE,2614204,-8.592296,-35.115191
5066,SIRIRI,SERGIPE,SE,2807204,-10.604584,-37.114329
5067,SÍTIO D'ABADIA,GOIÁS,GO,5220702,-14.799413,-46.257734
5068,SÍTIO DO MATO,BAHIA,BA,2930758,-13.084314,-43.468699
5069,SÍTIO DO QUINTO,BAHIA,BA,2930766,-10.367598,-38.204166
5070,SÍTIO NOVO,MARANHÃO,MA,2111805,-5.881254,-46.701718
5071,SÍTIO NOVO,RIO GRANDE DO NORTE,RN,2413706,-6.091192,-35.895201
5072,SÍTIO NOVO DO TOCANTINS,TOCANTINS,TO,1720804,-5.602866,-47.634990
5073,SOBRADINHO,BAHIA,BA,2930774,-9.469775,-40.795747
5074,SOBRADINHO,RIO GRANDE DO SUL,RS,4320701,-29.413183,-53.025679
5075,SOBRADO,PARAÍBA,PB,2515971,-7.167317,-35.238132
5076,SOBRAL,CEARÁ,CE,2312908,-3.687913,-40.345637
5077,SOBRÁLIA,MINAS GERAIS,MG,3167707,-19.234574,-42.097803
5078,SOCORRO,SÃO PAULO,SP,3552106,-23.684560,-46.711436
5079,SOCORRO DO PIAUÍ,PIAUÍ,PI,2210904,-7.863581,-42.498814
5080,SOLÂNEA,PARAÍBA,PB,2516003,-6.754035,-35.662194
5081,SOLEDADE,PARAÍBA,PB,2516102,-7.058292,-36.366791
5082,SOLEDADE,RIO GRANDE DO SUL,RS,4320800,-28.827247,-52.510916
5083,SOLEDADE DE MINAS,MINAS GERAIS,MG,3167806,-22.060278,-45.045000
5084,SOLIDÃO,PERNAMBUCO,PE,2614402,-7.600870,-37.651440
5085,SOLONÓPOLE,CEARÁ,CE,2313005,-5.732909,-39.009867
5086,SOMBRIO,SANTA CATARINA,SC,4217709,-29.107985,-49.632776
5087,SONORA,MATO GROSSO DO SUL,MS,5007935,-17.616308,-54.616811
5088,SOORETAMA,ESPÍRITO SANTO,ES,3205010,-19.191813,-40.103707
5089,SOROCABA,SÃO PAULO,SP,3552205,-23.501667,-47.458056
5090,SORRISO,MATO GROSSO,MT,5107925,-12.544489,-55.723397
5091,SOSSÊGO,PARAÍBA,PB,2516151,-6.767694,-36.245508
5092,SOURE,PARÁ,PA,1507904,-0.541205,-48.670139
5093,SOUSA,PARAÍBA,PB,2516201,-6.766203,-38.231961
5094,SOUTO SOARES,BAHIA,BA,2930808,-12.087846,-41.649535
5095,SUCUPIRA,TOCANTINS,TO,1720853,-11.985088,-48.911369
5096,SUCUPIRA DO NORTE,MARANHÃO,MA,2111904,-6.478392,-44.191889
5097,SUCUPIRA DO RIACHÃO,MARANHÃO,MA,2111953,-6.413616,-43.545343
5098,SUD MENNUCCI,SÃO PAULO,SP,3552304,-20.686500,-50.912467
5099,SUL BRASIL,SANTA CATARINA,SC,4217758,-26.737828,-52.965045
5100,SULINA,PARANÁ,PR,4126652,-25.700133,-52.720783
5101,SUMARÉ,SÃO PAULO,SP,3552403,-22.821945,-47.266936
5102,SUMÉ,PARAÍBA,PB,2516300,-7.662325,-36.910271
5103,SUMIDOURO,RIO DE JANEIRO,RJ,3305703,-22.049806,-42.674260
5104,SURUBIM,PERNAMBUCO,PE,2614501,-7.842435,-35.753972
5105,SUSSUAPARA,PIAUÍ,PI,2210938,-6.997000,-41.370004
5106,SUZANÁPOLIS,SÃO PAULO,SP,3552551,-20.501118,-51.024677
5107,SUZANO,SÃO PAULO,SP,3552502,-23.542784,-46.310839
5108,TABAÍ,RIO GRANDE DO SUL,RS,4320859,-29.689965,-51.723299
5109,TABAPORÃ,MATO GROSSO,MT,5107941,-11.308529,-56.821272
5110,TABAPUÃ,SÃO PAULO,SP,3552601,-20.964840,-49.033240
5111,TABATINGA,AMAZONAS,AM,1304062,-4.232735,-69.926337
5112,TABATINGA,SÃO PAULO,SP,3552700,-21.731432,-48.679614
5113,TABIRA,PERNAMBUCO,PE,2614600,-7.583661,-37.537735
5114,TABOÃO DA SERRA,SÃO PAULO,SP,3552809,-23.612191,-46.779054
5115,TABOCAS DO BREJO VELHO,BAHIA,BA,2930907,-12.702075,-44.009107
5116,TABOLEIRO GRANDE,RIO GRANDE DO NORTE,RN,2413805,-5.928921,-38.044508
5117,TABULEIRO,MINAS GERAIS,MG,3167905,-21.358889,-43.247222
5118,TABULEIRO DO NORTE,CEARÁ,CE,2313104,-5.244086,-38.128460
5119,TACAIMBÓ,PERNAMBUCO,PE,2614709,-8.308673,-36.300035
5120,TACARATU,PERNAMBUCO,PE,2614808,-9.105176,-38.149912
5121,TACIBA,SÃO PAULO,SP,3552908,-22.390128,-51.288849
5122,TACIMA,PARAÍBA,PB,2516409,-6.551912,-35.498691
5123,TACURU,MATO GROSSO DO SUL,MS,5007950,-23.635954,-55.014137
5124,TAGUAÍ,SÃO PAULO,SP,3553005,-23.453431,-49.405445
5125,TAGUATINGA,TOCANTINS,TO,1720903,-12.402404,-46.436577
5126,TAIAÇU,SÃO PAULO,SP,3553104,-21.143144,-48.511203
5127,TAILÂNDIA,PARÁ,PA,1507953,-2.936096,-48.952337
5128,TAIÓ,SANTA CATARINA,SC,4217808,-27.116757,-50.000216
5129,TAIOBEIRAS,MINAS GERAIS,MG,3168002,-15.808084,-42.227021
5130,TAIPAS DO TOCANTINS,TOCANTINS,TO,1720937,-12.193349,-46.991800
5131,TAIPU,RIO GRANDE DO NORTE,RN,2413904,-5.622859,-35.599176
5132,TAIÚVA,SÃO PAULO,SP,3553203,-21.123818,-48.451248
5133,TALISMÃ,TOCANTINS,TO,1720978,-12.797836,-49.092984
5134,TAMANDARÉ,PERNAMBUCO,PE,2614857,-8.750001,-35.104579
5135,TAMARANA,PARANÁ,PR,4126678,-23.722379,-51.093601
5136,TAMBAÚ,SÃO PAULO,SP,3553302,-21.702920,-47.270344
5137,TAMBOARA,PARANÁ,PR,4126702,-23.199507,-52.500013
5138,TAMBORIL,CEARÁ,CE,2313203,-4.831364,-40.319593
5139,TAMBORIL DO PIAUÍ,PIAUÍ,PI,2210953,-8.400060,-42.912223
5140,TANABI,SÃO PAULO,SP,3553401,-20.625163,-49.651988
5141,TANGARÁ,RIO GRANDE DO NORTE,RN,2414001,-6.196490,-35.798888
5142,TANGARÁ,SANTA CATARINA,SC,4217907,-27.099796,-51.247714
5143,TANGARÁ DA SERRA,MATO GROSSO,MT,5107958,-14.621390,-57.490727
5144,TANGUÁ,RIO DE JANEIRO,RJ,3305752,-22.735378,-42.720227
5145,TANHAÇU,BAHIA,BA,2931004,-14.019662,-41.247271
5146,TANQUE D'ARCA,ALAGOAS,AL,2709004,-9.566472,-36.422006
5147,TANQUE DO PIAUÍ,PIAUÍ,PI,2210979,-6.598218,-42.284133
5148,TANQUE NOVO,BAHIA,BA,2931053,-13.547424,-42.490759
5149,TANQUINHO,BAHIA,BA,2931103,-11.973767,-39.106547
5150,TAPARUBA,MINAS GERAIS,MG,3168051,-19.757949,-41.616394
5151,TAPAUÁ,AMAZONAS,AM,1304104,-5.623228,-63.187916
5152,TAPEJARA,PARANÁ,PR,4126801,-23.733441,-52.870174
5153,TAPEJARA,RIO GRANDE DO SUL,RS,4320909,-28.069233,-52.011716
5154,TAPERA,RIO GRANDE DO SUL,RS,4321006,-28.626296,-52.868087
5155,TAPEROÁ,PARAÍBA,PB,2516508,-7.223171,-36.847874
5156,TAPEROÁ,BAHIA,BA,2931202,-13.537334,-39.098647
5157,TAPES,RIO GRANDE DO SUL,RS,4321105,-30.674772,-51.398620
5158,TAPIRA,MINAS GERAIS,MG,3168101,-19.922500,-46.823056
5159,TAPIRA,PARANÁ,PR,4126900,-23.323146,-53.071203
5160,TAPIRAÍ,MINAS GERAIS,MG,3168200,-19.888279,-46.020274
5161,TAPIRAÍ,SÃO PAULO,SP,3553500,-23.963834,-47.506714
5162,TAPIRAMUTÁ,BAHIA,BA,2931301,-11.844760,-40.797053
5163,TAPIRATIBA,SÃO PAULO,SP,3553609,-21.468240,-46.749322
5164,TAPURAH,MATO GROSSO,MT,5108006,-12.742385,-56.512037
5165,TAQUARA,RIO GRANDE DO SUL,RS,4321204,-29.646532,-50.780567
5166,TAQUARAÇU DE MINAS,MINAS GERAIS,MG,3168309,-19.669445,-43.687777
5167,TAQUARAL,SÃO PAULO,SP,3553658,-21.073730,-48.412553
5168,TAQUARAL DE GOIÁS,GOIÁS,GO,5221007,-16.052057,-49.603859
5169,TAQUARANA,ALAGOAS,AL,2709103,-9.645290,-36.492844
5170,TAQUARI,RIO GRANDE DO SUL,RS,4321303,-29.794330,-51.865346
5171,TAQUARITINGA,SÃO PAULO,SP,3553708,-21.407486,-48.505485
5172,TAQUARITINGA DO NORTE,PERNAMBUCO,PE,2615003,-7.872156,-36.178803
5173,TAQUARITUBA,SÃO PAULO,SP,3553807,-23.533731,-49.245254
5174,TAQUARIVAÍ,SÃO PAULO,SP,3553856,-23.925783,-48.700533
5175,TAQUARUÇU DO SUL,RIO GRANDE DO SUL,RS,4321329,-27.406586,-53.497344
5176,TAQUARUSSU,MATO GROSSO DO SUL,MS,5007976,-22.487002,-53.352404
5177,TARABAI,SÃO PAULO,SP,3553906,-22.303873,-51.562867
5178,TARAUACÁ,ACRE,AC,1200609,-8.160202,-70.766537
5179,TARRAFAS,CEARÁ,CE,2313252,-6.681990,-39.757571
5180,TARTARUGALZINHO,AMAPÁ,AP,1600709,1.506000,-50.912000
5181,TARUMÃ,SÃO PAULO,SP,3553955,-22.747474,-50.578337
5182,TARUMIRIM,MINAS GERAIS,MG,3168408,-19.281861,-42.007041
5183,TASSO FRAGOSO,MARANHÃO,MA,2112001,-8.472935,-45.746180
5184,TATUÍ,SÃO PAULO,SP,3554003,-23.351473,-47.855244
5185,TAUÁ,CEARÁ,CE,2313302,-5.996444,-40.292710
5186,TAUBATÉ,SÃO PAULO,SP,3554102,-23.031448,-45.561279
5187,TAVARES,PARAÍBA,PB,2516607,-7.636414,-37.878681
5188,TAVARES,RIO GRANDE DO SUL,RS,4321352,-31.289327,-51.075348
5189,TEFÉ,AMAZONAS,AM,1304203,-3.348528,-64.710228
5190,TEIXEIRA,PARAÍBA,PB,2516706,-7.221036,-37.252477
5191,TEIXEIRA DE FREITAS,BAHIA,BA,2931350,-17.537664,-39.745810
5192,TEIXEIRA SOARES,PARANÁ,PR,4127007,-25.368255,-50.457920
5193,TEIXEIRAS,MINAS GERAIS,MG,3168507,-20.651787,-42.856327
5194,TEIXEIRÓPOLIS,RONDÔNIA,RO,1101559,-10.933697,-62.256005
5195,TEJUÇUOCA,CEARÁ,CE,2313351,-3.988427,-39.579739
5196,TEJUPÁ,SÃO PAULO,SP,3554201,-23.343724,-49.377247
5197,TELÊMACO BORBA,PARANÁ,PR,4127106,-24.328294,-50.631802
5198,TELHA,SERGIPE,SE,2807303,-10.208982,-36.884112
5199,TENENTE ANANIAS,RIO GRANDE DO NORTE,RN,2414100,-6.464155,-38.179184
5200,TENENTE LAURENTINO CRUZ,RIO GRANDE DO NORTE,RN,2414159,-6.156713,-36.718876
5201,TENENTE PORTELA,RIO GRANDE DO SUL,RS,4321402,-27.371058,-53.758484
5202,TENÓRIO,PARAÍBA,PB,2516755,-6.948705,-36.617179
5203,TEODORO SAMPAIO,BAHIA,BA,2931400,-12.305385,-38.640898
5204,TEODORO SAMPAIO,SÃO PAULO,SP,3554300,-22.447000,-52.333846
5205,TEOFILÂNDIA,BAHIA,BA,2931509,-11.489166,-38.999741
5206,TEÓFILO OTONI,MINAS GERAIS,MG,3168606,-17.857927,-41.508153
5207,TEOLÂNDIA,BAHIA,BA,2931608,-13.602407,-39.490410
5208,TEOTÔNIO VILELA,ALAGOAS,AL,2709152,-9.948000,-36.361687
5209,TERENOS,MATO GROSSO DO SUL,MS,5008008,-20.440926,-54.865605
5210,TERESINA,PIAUÍ,PI,2211001,-5.089640,-42.809588
5211,TERESINA DE GOIÁS,GOIÁS,GO,5221080,-13.778957,-47.266894
5212,TERESÓPOLIS,RIO DE JANEIRO,RJ,3305802,-22.416458,-42.975194
5213,TEREZINHA,PERNAMBUCO,PE,2615102,-9.056037,-36.623375
5214,TEREZÓPOLIS DE GOIÁS,GOIÁS,GO,5221197,-16.483786,-49.094930
5215,TERRA ALTA,PARÁ,PA,1507961,-1.001625,-47.850738
5216,TERRA BOA,PARANÁ,PR,4127205,-23.768329,-52.447002
5217,TERRA DE AREIA,RIO GRANDE DO SUL,RS,4321436,-29.578945,-50.063360
5218,TERRA NOVA,PERNAMBUCO,PE,2615201,-8.154757,-39.394840
5219,TERRA NOVA,BAHIA,BA,2931707,-12.397581,-38.595355
5220,TERRA NOVA DO NORTE,MATO GROSSO,MT,5108055,-10.599520,-55.116703
5221,TERRA RICA,PARANÁ,PR,4127304,-22.726487,-52.620254
5222,TERRA ROXA,SÃO PAULO,SP,3554409,-20.774000,-48.344468
5223,TERRA ROXA,PARANÁ,PR,4127403,-24.167047,-54.097432
5224,TERRA SANTA,PARÁ,PA,1507979,-1.905899,-56.474756
5225,TESOURO,MATO GROSSO,MT,5108105,-16.080207,-53.553114
5226,TEUTÔNIA,RIO GRANDE DO SUL,RS,4321451,-29.481657,-51.813752
5227,THEOBROMA,RONDÔNIA,RO,1101609,-10.246489,-62.349380
5228,TIANGUÁ,CEARÁ,CE,2313401,-3.729645,-40.992286
5229,TIBAGI,PARANÁ,PR,4127502,-24.515167,-50.410149
5230,TIBAU,RIO GRANDE DO NORTE,RN,2411056,-4.834964,-37.254265
5231,TIBAU DO SUL,RIO GRANDE DO NORTE,RN,2414209,-6.187296,-35.090525
5232,TIETÊ,SÃO PAULO,SP,3554508,-23.110098,-47.716378
5233,TIGRINHOS,SANTA CATARINA,SC,4217956,-26.686913,-53.157008
5234,TIJUCAS,SANTA CATARINA,SC,4218004,-27.239404,-48.635370
5235,TIJUCAS DO SUL,PARANÁ,PR,4127601,-25.927338,-49.179265
5236,TIMBAÚBA,PERNAMBUCO,PE,2615300,-7.511882,-35.316076
5237,TIMBAÚBA DOS BATISTAS,RIO GRANDE DO NORTE,RN,2414308,-6.482906,-37.248600
5238,TIMBÉ DO SUL,SANTA CATARINA,SC,4218103,-28.830012,-49.846606
5239,TIMBIRAS,MARANHÃO,MA,2112100,-4.255106,-43.938621
5240,TIMBÓ,SANTA CATARINA,SC,4218202,-26.828274,-49.270641
5241,TIMBÓ GRANDE,SANTA CATARINA,SC,4218251,-26.617051,-50.674258
5242,TIMBURI,SÃO PAULO,SP,3554607,-23.206408,-49.604558
5243,TIMON,MARANHÃO,MA,2112209,-5.102332,-42.844952
5244,TIMÓTEO,MINAS GERAIS,MG,3168705,-19.577139,-42.643611
5245,TIO HUGO,RIO GRANDE DO SUL,RS,4321469,-28.583023,-52.610312
5246,TIRADENTES,MINAS GERAIS,MG,3168804,-21.110469,-44.174294
5247,TIRADENTES DO SUL,RIO GRANDE DO SUL,RS,4321477,-27.402229,-54.081367
5248,TIROS,MINAS GERAIS,MG,3168903,-19.003889,-45.963611
5249,TOBIAS BARRETO,SERGIPE,SE,2807402,-11.188138,-38.003184
5250,TOCANTÍNIA,TOCANTINS,TO,1721109,-9.563198,-48.374104
5251,TOCANTINÓPOLIS,TOCANTINS,TO,1721208,-6.328093,-47.421767
5252,TOCANTINS,MINAS GERAIS,MG,3169000,-18.900019,-48.334296
5253,TOCOS DO MOJI,MINAS GERAIS,MG,3169059,-22.371094,-46.096640
5254,TOLEDO,MINAS GERAIS,MG,3169109,-22.707713,-46.380467
5255,TOLEDO,PARANÁ,PR,4127700,-24.722244,-53.740248
5256,TOMAR DO GERU,SERGIPE,SE,2807501,-11.375247,-37.841340
5257,TOMAZINA,PARANÁ,PR,4127809,-23.777794,-49.954648
5258,TOMBOS,MINAS GERAIS,MG,3169208,-20.910556,-42.026389
5259,TOMÉ-AÇU,PARÁ,PA,1508001,-2.416631,-48.152291
5260,TONANTINS,AMAZONAS,AM,1304237,-2.862610,-67.773548
5261,TORITAMA,PERNAMBUCO,PE,2615409,-8.008374,-36.058776
5262,TORIXORÉU,MATO GROSSO,MT,5108204,-16.200591,-52.557097
5263,TOROPI,RIO GRANDE DO SUL,RS,4321493,-29.478246,-54.224398
5264,TORRE DE PEDRA,SÃO PAULO,SP,3554656,-23.247803,-48.194103
5265,TORRES,RIO GRANDE DO SUL,RS,4321501,-29.337366,-49.729965
5266,TORRINHA,SÃO PAULO,SP,3554706,-22.430254,-48.169065
5267,TOUROS,RIO GRANDE DO NORTE,RN,2414407,-5.199862,-35.459505
5268,TRABIJU,SÃO PAULO,SP,3554755,-22.041073,-48.335030
5269,TRACUATEUA,PARÁ,PA,1508035,-1.076534,-46.903082
5270,TRACUNHAÉM,PERNAMBUCO,PE,2615508,-7.802725,-35.238498
5271,TRAIPU,ALAGOAS,AL,2709202,-9.967583,-37.001536
5272,TRAIRÃO,PARÁ,PA,1508050,-4.700551,-55.997216
5273,TRAIRI,CEARÁ,CE,2313500,-3.274276,-39.265112
5274,TRAJANO DE MORAES,RIO DE JANEIRO,RJ,3305901,-22.063791,-42.064441
5275,TRAMANDAÍ,RIO GRANDE DO SUL,RS,4321600,-29.985773,-50.131366
5276,TRAVESSEIRO,RIO GRANDE DO SUL,RS,4321626,-29.297756,-52.056210
5277,TREMEDAL,BAHIA,BA,2931806,-14.977239,-41.411098
5278,TREMEMBÉ,SÃO PAULO,SP,3554805,-22.957140,-45.547526
5279,TRÊS ARROIOS,RIO GRANDE DO SUL,RS,4321634,-27.478842,-52.173860
5280,TRÊS BARRAS,SANTA CATARINA,SC,4218301,-27.029756,-52.910953
5281,TRÊS BARRAS DO PARANÁ,PARANÁ,PR,4127858,-25.421238,-53.182229
5282,TRÊS CACHOEIRAS,RIO GRANDE DO SUL,RS,4321667,-29.449113,-49.910975
5283,TRÊS CORAÇÕES,MINAS GERAIS,MG,3169307,-21.695625,-45.254367
5284,TRÊS COROAS,RIO GRANDE DO SUL,RS,4321709,-29.513719,-50.773869
5285,TRÊS DE MAIO,RIO GRANDE DO SUL,RS,4321808,-27.779941,-54.235663
5286,TRÊS FORQUILHAS,RIO GRANDE DO SUL,RS,4321832,-29.445158,-50.092433
5287,TRÊS FRONTEIRAS,SÃO PAULO,SP,3554904,-20.275000,-50.886091
5288,TRÊS LAGOAS,MATO GROSSO DO SUL,MS,5008305,-20.786680,-51.706125
5289,TRÊS MARIAS,MINAS GERAIS,MG,3169356,-18.204795,-45.247289
5290,TRÊS PALMEIRAS,RIO GRANDE DO SUL,RS,4321857,-27.628639,-52.814675
5291,TRÊS PASSOS,RIO GRANDE DO SUL,RS,4321907,-27.455471,-53.929631
5292,TRÊS PONTAS,MINAS GERAIS,MG,3169406,-21.370571,-45.512125
5293,TRÊS RANCHOS,GOIÁS,GO,5221304,-18.353897,-47.775977
5294,TRÊS RIOS,RIO DE JANEIRO,RJ,3306008,-22.116788,-43.208723
5295,TREVISO,SANTA CATARINA,SC,4218350,-28.515388,-49.458212
5296,TREZE DE MAIO,SANTA CATARINA,SC,4218400,-26.650204,-49.067065
5297,TREZE TÍLIAS,SANTA CATARINA,SC,4218509,-26.999679,-51.407307
5298,TRINDADE,PERNAMBUCO,PE,2615607,-7.725294,-40.306878
5299,TRINDADE,GOIÁS,GO,5221403,-16.654992,-49.487620
5300,TRINDADE DO SUL,RIO GRANDE DO SUL,RS,4321956,-27.525460,-52.902125
5301,TRIUNFO,PARAÍBA,PB,2516805,-6.579042,-38.596986
5302,TRIUNFO,PERNAMBUCO,PE,2615706,-7.870461,-38.111327
5303,TRIUNFO,RIO GRANDE DO SUL,RS,4322004,-29.940797,-51.719186
5304,TRIUNFO POTIGUAR,RIO GRANDE DO NORTE,RN,2414456,-5.866913,-37.185738
5305,TRIZIDELA DO VALE,MARANHÃO,MA,2112233,-4.586721,-44.607147
5306,TROMBAS,GOIÁS,GO,5221452,-13.507890,-48.741710
5307,TROMBUDO CENTRAL,SANTA CATARINA,SC,4218608,-27.304098,-49.793160
5308,TUBARÃO,SANTA CATARINA,SC,4218707,-28.471488,-49.014132
5309,TUCANO,BAHIA,BA,2931905,-10.963517,-38.785957
5310,TUCUMÃ,PARÁ,PA,1508084,-6.751724,-51.150794
5311,TUCUNDUVA,RIO GRANDE DO SUL,RS,4322103,-27.658184,-54.441660
5312,TUCURUÍ,PARÁ,PA,1508100,-3.774006,-49.670516
5313,TUFILÂNDIA,MARANHÃO,MA,2112274,-3.675886,-45.625538
5314,TUIUTI,SÃO PAULO,SP,3554953,-22.819324,-46.693763
5315,TUMIRITINGA,MINAS GERAIS,MG,3169505,-18.976946,-41.645851
5316,TUNÁPOLIS,SANTA CATARINA,SC,4218756,-26.970730,-53.638208
5317,TUNAS,RIO GRANDE DO SUL,RS,4322152,-29.105303,-52.956933
5318,TUNAS DO PARANÁ,PARANÁ,PR,4127882,-24.976146,-49.085453
5319,TUNEIRAS DO OESTE,PARANÁ,PR,4127908,-23.867360,-52.874967
5320,TUNTUM,MARANHÃO,MA,2112308,-5.263088,-44.644850
5321,TUPÃ,SÃO PAULO,SP,3555000,-21.934903,-50.514150
5322,TUPACIGUARA,MINAS GERAIS,MG,3169604,-18.593212,-48.699901
5323,TUPANATINGA,PERNAMBUCO,PE,2615805,-8.754238,-37.339873
5324,TUPANCI DO SUL,RIO GRANDE DO SUL,RS,4322186,-27.924237,-51.529069
5325,TUPANCIRETÃ,RIO GRANDE DO SUL,RS,4322202,-29.079876,-53.838667
5326,TUPANDI,RIO GRANDE DO SUL,RS,4322251,-29.477927,-51.420923
5327,TUPARENDI,RIO GRANDE DO SUL,RS,4322301,-27.762299,-54.482932
5328,TUPARETAMA,PERNAMBUCO,PE,2615904,-7.601012,-37.311442
5329,TUPÃSSI,PARANÁ,PR,4127957,-24.585799,-53.512954
5330,TUPI PAULISTA,SÃO PAULO,SP,3555109,-21.376500,-51.595981
5331,TUPIRAMA,TOCANTINS,TO,1721257,-8.974653,-48.188739
5332,TUPIRATINS,TOCANTINS,TO,1721307,-8.399625,-48.129963
5333,TURIAÇU,MARANHÃO,MA,2112407,-1.671065,-45.368409
5334,TURILÂNDIA,MARANHÃO,MA,2112456,-2.222692,-45.306131
5335,TURIÚBA,SÃO PAULO,SP,3555208,-20.949128,-50.108201
5336,TURMALINA,MINAS GERAIS,MG,3169703,-17.286058,-42.731472
5337,TURMALINA,SÃO PAULO,SP,3555307,-20.053066,-50.476321
5338,TURUÇU,RIO GRANDE DO SUL,RS,4322327,-31.419160,-52.176516
5339,TURURU,CEARÁ,CE,2313559,-3.598549,-39.435810
5340,TURVÂNIA,GOIÁS,GO,5221502,-16.612013,-50.135207
5341,TURVELÂNDIA,GOIÁS,GO,5221551,-17.851052,-50.305168
5342,TURVO,PARANÁ,PR,4127965,-25.043933,-51.539217
5343,TURVO,SANTA CATARINA,SC,4218806,-28.927744,-49.679221
5344,TURVOLÂNDIA,MINAS GERAIS,MG,3169802,-21.875556,-45.786944
5345,TUTÓIA,MARANHÃO,MA,2112506,-2.761413,-42.275531
5346,UARINI,AMAZONAS,AM,1304260,-2.982706,-65.157861
5347,UAUÁ,BAHIA,BA,2932002,-9.838408,-39.479391
5348,UBÁ,MINAS GERAIS,MG,3169901,-21.120000,-42.942777
5349,UBAÍ,MINAS GERAIS,MG,3170008,-16.292335,-44.781278
5350,UBAÍRA,BAHIA,BA,2932101,-13.261668,-39.661287
5351,UBAITABA,BAHIA,BA,2932200,-14.311777,-39.322660
5352,UBAJARA,CEARÁ,CE,2313609,-3.854479,-40.920437
5353,UBAPORANGA,MINAS GERAIS,MG,3170057,-19.635555,-42.105556
5354,UBARANA,SÃO PAULO,SP,3555356,-21.163767,-49.716780
5355,UBATÃ,BAHIA,BA,2932309,-14.212002,-39.524592
5356,UBATUBA,SÃO PAULO,SP,3555406,-23.433162,-45.083415
5357,UBERABA,MINAS GERAIS,MG,3170107,-19.750833,-47.936666
5358,UBERLÂNDIA,MINAS GERAIS,MG,3170206,-18.918804,-48.276784
5359,UBIRAJARA,SÃO PAULO,SP,3555505,-22.526105,-49.663541
5360,UBIRATÃ,PARANÁ,PR,4128005,-24.542725,-52.989968
5361,UBIRETAMA,RIO GRANDE DO SUL,RS,4322343,-28.045569,-54.681580
5362,UCHOA,SÃO PAULO,SP,3555604,-20.951106,-49.171295
5363,UIBAÍ,BAHIA,BA,2932408,-11.334907,-42.130524
5364,UIRAMUTÃ,RORAIMA,RR,1400704,4.595369,-60.159886
