tweets,sentimento
Irã diz que EUA são “viciados” em sanções https://t.co/yStByYM4lw,Neutro
Neymar já respondeu a críticos com propaganda em 2011. https://t.co/vGWvJmJBQq https://t.co/SQb9CGLp0R,Neutro
Cade aprova compra da rede de postos Ale pela Glencore https://t.co/XPsXquJoFR,Neutro
Número oficial de mortos por incêndios na Grécia chega a 91 https://t.co/O5nKJL1haT,Neutro
Equador discute com Reino Unido destino de fundador do WikiLeaks https://t.co/jU01xGOvHm,Neutro
Polícia faz buscas por suspeitos de ataques a ônibus e prédios públicos na Grande Fortaleza. https://t.co/0OI8DZTPxk https://t.co/e3cp9JhgLr,Neutro
Índia poderá retirar cidadania de 4 milhões de pessoas https://t.co/VF9N1MGZ2Z,Neutro
"Contas do setor público têm rombo de R$ 14,4 bi no 1º semestre https://t.co/1yYYETtXE1",Neutro
Estudantes da UFRJ apresentam modelo de robô autônomo em feira nos Estados Unidos. https://t.co/3d6ne2E1oH https://t.co/ygDBLsEw06,Neutro
"Aliado de Bolsonaro, fundador do PSL defende aborto https://t.co/pBvTLeu781",Neutro
@neyazb @BernardoMF @neyazb Olá Ney. Você poderia entrar em contato via DM para podermos ajudá-lo. Obrigado.,Neutro
Alunos reclamam de falta de acessibilidade na UFF. https://t.co/rW6RWSvOXL https://t.co/JQOS4xScsm,Neutro
Jovem palestina que agrediu soldado israelense deixa prisão https://t.co/MU9ZO7Pxav,Neutro
@ornelaspaloma Olá Paloma. Pode entrar em contato via DM para podermos ajudá-la. Obrigado.,Neutro
"Filho de Isabella Rossellini, Roberto é a nova sensação das passarelas. https://t.co/eRCu4sQDUs https://t.co/OswJ1Ggdoo",Neutro
"'Só eu posso saber a minha dor', diz Felipe Neto sobre vazamento de vídeo. https://t.co/G9biuJ7Fpn https://t.co/odqIksMPVE",Neutro
Mais de 500 ficam presos em área de vulcão após terremoto na Indonésia https://t.co/KPSVIG9LBm,Neutro
Niterói promove maratona de tecnologia em busca de soluções inovadoras de gestão. https://t.co/OOxeH09iEv https://t.co/NtIAv8VaNz,Neutro
Ferroviário e Treze lutam por 1º título nacional na decisão da Série D https://t.co/tht7ay3F5T,Neutro
Uma mulher assume pela primeira vez comando da Ilha da Trindade https://t.co/3podD6lGqM,Neutro
Bolsonaro comete gafe e critica jornal errado no Twitter. https://t.co/uC4NzGFnlV https://t.co/UdA0n5Rufh,Neutro
Chegada do ídolo D’Alessandro ao Internacional completa 10 anos https://t.co/DfngpjSx6F,Neutro
"Conheça a estação de esqui de Portillo, que está com temporada aberta no Chile. https://t.co/MOQ9F6vQIS https://t.co/ikivPyXWAO",Neutro
Mansão de Cabral e Adriana Ancelmo em Mangaratiba será leiloada em setembro. https://t.co/2y4DJF5tRO https://t.co/afVCo4aSBq,Neutro
Desabafo em comercial rende mais de R$ 1 milhão a Neymar. https://t.co/w4Xwv3bYBG https://t.co/G6wJ3Zk9yU,Neutro
Santos recebe ‘não’ de Osorio e contrata técnico Cuca https://t.co/pRitKs5QsF,Neutro
"Na estreia da série Na Cozinha, o chef Isaías Néries mostra o preparo de um prato de frango com cúrcuma, que também leva mandioca, páprica e curry. https://t.co/2we00fhzJt #NaCozinha",Neutro
Ex-aliados se unem e evidenciam isolamento de Bandeira no Fla. https://t.co/w60scL1BPX https://t.co/WLXttlW9XW,Neutro
Emma Thompson espinafra poder patriarcal: ‘Homens velhos são dinossauros’ https://t.co/rDv6ul0Omd,Neutro
Programa secreto americano lista passageiros suspeitos em voos https://t.co/tCvas3UUKU,Neutro
CNH digital some automaticamente quando o condutor atinge 20 pontos? #FAKE. https://t.co/wmKS1NBpeD https://t.co/tcahkLPMf8,Neutro
Aplicativos e sites mudam hábitos e transformam a maneira como usuários planejam deslocamentos. https://t.co/WQh8khOynm https://t.co/OJreOZGXOq,Neutro
"Acompanhe às 15h30 AO VIVO o papo da colunista de VEJA Lillian Witte Fibe com Mauricio Moura, responsável pela pesquisa inédita publicada nesta edição da revista. Participe e envie sua pergunta nos comentários 👇 https://t.co/ll12f3foST",Neutro
Estado Islâmico sequestra 36 mulheres e crianças na Síria https://t.co/3OqF9XuqjJ,Neutro
Novo vírus 'H2N3' está matando pessoas pelo Brasil? #FAKE. https://t.co/LtkGJuoWBD https://t.co/ozOGo7bjiS,Neutro
Polícia indicia pais do bebê Jonatas https://t.co/KDT12qNjjY,Neutro
Cristiano Ronaldo é recebido por novos colegas na Juventus https://t.co/ZbxcEP7a61,Neutro
"Com baixo crescimento, cresce resgate de milhas de programas de fidelidade https://t.co/j52xA7Yuzp",Neutro
"Relatório final de voo MH370, sumido há 4 anos, não descarta ação 'ilegal de terceiros'. https://t.co/Ic9mgyTORk https://t.co/5Q1Xi7B4Mb",Neutro
"Se eleito, Alckmin diz que não vai alterar reforma trabalhista https://t.co/3Sms6i65ck",Neutro
"Em carta aberta, elenco de ‘Guardiões da Galáxia’ defende diretor demitido https://t.co/ZlDNICMsI2",Neutro
Radar em carro em movimento para multar motoristas é #FAKE. https://t.co/ASHCMrMZ26 https://t.co/l1417iwmvT,Neutro
Corinthians anuncia contratações de reforços estrangeiros https://t.co/vcAu85FtTv,Neutro
Hepatite: o número de infecções não para de crescer https://t.co/1M4jZe9wpT,Neutro
Saiba o que é #FAKE sobre relatos de ovos feitos de plástico nas redes. https://t.co/VZRdhB2yBn https://t.co/JcZzneXN9D,Neutro
Luisa Mell diz que foi demitida pela Band ‘antes do programa começar’ https://t.co/iQgrROhFUl,Neutro
Presidente da Associação Uruguaia de Futebol renuncia https://t.co/jtKWGr6f7S,Neutro
É #FAKE que pesquisa mostre Bolsonaro à frente em todos os estados mesmo com Lula candidato: https://t.co/pa43vfEn7g https://t.co/UwxJVP5ZTV,Neutro
Programa de trainee da Rodobens paga R$ 8 mil por mês; veja outros https://t.co/it0RkbwsQe,Neutro
"EUA culpam Ortega e sua mulher, Rosario, por violência na Nicarágua https://t.co/KglVGhc0Pe",Neutro
"'Fico honrado, mas não é o momento', diz Marcos Palmeira sobre ser vice de Marina: https://t.co/NYJpwH7S4A https://t.co/hiu7b5RjDO",Neutro
VAR estreia com até 16 câmeras na Copa do Brasil https://t.co/HvTPrMglWq,Neutro
https://t.co/JqRahx9EvV,Neutro
"Demi Lovato tem febre alta e outras complicações da overdose, diz site https://t.co/FvtAB74ljU",Neutro
ANS revoga resolução sobre franquia e coparticipação: https://t.co/OQI5SJjo9U https://t.co/w9yuusKtGd,Neutro
Orca carrega seu filhote morto durante dias https://t.co/JEBc7ddVof,Neutro
Trump diz estar disposto a se reunir com Rohani “sem condições prévias” https://t.co/Ff5AgIgzhE,Neutro
"Bebê que nasceu após acidente em SP tem alta, e é entregue à família da mãe: https://t.co/r5THNtztQj https://t.co/dIjN77Yngz",Neutro
Japão vai destinar R$ 15 bilhões para reforçar escudo antimísseis https://t.co/Pa3BS56uUY,Neutro
Santos contrata o atacante Derlis e promete trazer um centroavante https://t.co/7Iinwxewcb,Neutro
Chapecoense faz amistoso na Itália em homenagem ao Torino https://t.co/Izlp3ajAsI,Neutro
Propaganda do Boticário com família negra sofre ataques na internet: https://t.co/OVKKcpD4sZ https://t.co/b1CvTXmo5u,Neutro
Bretas manda ex-secretário de Paes para prisão domiciliar https://t.co/8UJ2GEUXzL,Neutro
Andrew Lincoln explica por que vai sair de ‘The Walking Dead’ https://t.co/ObVBDfdJCQ,Neutro
"Análise: Agosto, mês de desgosto para Lula: https://t.co/Qg3nTBGYW6 https://t.co/bQeget0Ieo",Neutro
"A que ponto chegamos... Quem pega ônibus no Rio sabe que muitas das cordinhas para 'dar sinal' nunca funcionam. Nesta linha, uma engenhoca feita com uma penca de garrafas pet e uma lata de refrigerante substitui a campainha do coletivo. https://t.co/juFQFcWOKp #JornalOGlobo https://t.co/0uSFAP2Kye",Neutro
"Se Lula for barrado pela Justiça, Tarso prefere Boulos a Haddad https://t.co/gTAtKhfiKw",Neutro
Papa aceita renúncia de arcebispo australiano acusado de encobrir abuso https://t.co/ryJKEQB60J,Neutro
Moro pede explicação sobre vaquinha de Vaccarezza para campanha política: https://t.co/zIDuLjAOLy https://t.co/0t55xNE8zg,Neutro
ANS recua em decisão sobre franquia e coparticipação em plano de saúde https://t.co/tjGynThMzj,Neutro
Youtuber de 6 anos lança linha própria de brinquedos. https://t.co/Y9SoGXTZaF https://t.co/scIlx4jGLC,Neutro
Chanceler do Reino Unido comete gafe em Pequim https://t.co/zLrwd0xlWO,Neutro
Duas pessoas são presas por roubar casas durante incêndios na Califórnia https://t.co/7lzUpDG4X2,Neutro
Indio da Costa nomeou sócio em cargo na prefeitura do Rio: https://t.co/Xlsior1kKP https://t.co/uC4nMCH9hs,Neutro
Carioca vai às lágrimas ao anunciar sua saída do programa ‘Pânico’ https://t.co/du8Y7HCzCI,Neutro
Santos anuncia a contratação de Cuca. https://t.co/VC9N8dlGOz https://t.co/hnP1rmcUlC,Neutro
"‘É quase um milagre’, comemora ambientalista sobre filhote de onça que nasceu no Parque do Iguaçu. https://t.co/lldgh4ivhW https://t.co/UjSSUhWzYp",Neutro
"As chuvas de monção em Bihar, no Nordeste da Índia, levaram peixes para dentro de um hospital! Apesar da situação, o atendimento na unidade continuou e os pacientes se encolheram em suas camas, aguardando as águas sujas baixarem. https://t.co/s02qs9NCiA #JornalOGlobo https://t.co/9ngwV0kC1K",Neutro
"""Ele não precisava dessa campanha"", diz Washington Olivetto sobre comercial de Neymar. https://t.co/GkQ0vPoAX4 https://t.co/muE41JFBoy",Neutro
"Na estreia da série Na Cozinha, o chef Isaías Néries mostra o preparo de um prato de frango com cúrcuma, que também leva mandioca, páprica e curry. https://t.co/1dnmOFtqGh",Neutro
"Vídeo: Mulher é agredida após reagir contra assédio na rua, em Paris. https://t.co/tT8ChFJYb7 https://t.co/ID7Uoozpp5",Neutro
Irmãs russas matam pai a facadas após anos de maus-tratos https://t.co/SSLwPWM0It,Neutro
Ministério Público Federal vai reabrir investigações sobre a morte de Wladimir Herzog: https://t.co/StZ1sPzbNE https://t.co/wv5tQUSTV2,Neutro
Vídeos mostram que piloto tentou pousar avião antes de acidente em SP: https://t.co/0mwsz6MPtb https://t.co/6kugE0HiRc,Neutro
Blueseiro americano JJ Jackson morre aos 75 anos em São Paulo. https://t.co/S0rW2qnOKZ https://t.co/DCL4hxXvty,Neutro
"Polícia encontra aves silvestres dentro de apartamento na Tijuca, na Zona Norte do Rio. https://t.co/336tpCVgXm https://t.co/tEN7UpOjfj",Neutro
Alcione compõe jingle para campanha de Roseana Sarney no Maranhão. https://t.co/KmFGktWCr6 https://t.co/3UIOmVZ9AI,Neutro
EUA anunciam criação de força-tarefa pela liberdade religiosa https://t.co/3tW1Ttthze,Neutro
Greve de taxistas contra Uber e Cabify gera caos em cidades na Espanha: https://t.co/Z0NnUxZk2Q https://t.co/3eYxCgNF4F,Neutro
As principais notícias desta segunda-feira estão no 'Giro VEJA' #TVEJA https://t.co/fjHYZjiQsD,Neutro
"Atacada por fãs, dançarina de Demi Lovato nega envolvimento em overdose. https://t.co/EDO0sgzWbm https://t.co/QptQ0JKFfB",Neutro
Pavilhão atingido por incêndio no Riocentro seria palco do Congresso Internacional de Matemáticos. https://t.co/83XrHHoR5M https://t.co/zhrmqYbPsV,Neutro
Vídeo de assédio e agressão à estudante em rua de Paris choca a França https://t.co/TzPF1A5Buo,Neutro
"Autora da peça de Jesus trans critica líderes políticos e religiosos de Garanhuns: ‘uma vergonha total’, diz a escocesa, em carta aberta. https://t.co/qCOIwHHaYy https://t.co/6CeW5gS6jp",Neutro
Sommelière Elaine Oliveira dá sete dicas para quem quer acertar no mundo do vinho: https://t.co/8rUhEKC37b https://t.co/v842jwuaTH,Neutro
Casal Obama é visto dançando em show de Beyoncé e Jay-Z. https://t.co/L8KcPyLYQl https://t.co/TrQJoRinKJ,Neutro
QUIZ - Fusão Disney/Fox: você sabe qual das duas empresas criou esses personagens?https://t.co/1z4QX6Rpz0 https://t.co/aLNgihEN2S,Neutro
"Anvisa proíbe venda de gel de arnica, Sebo de Carneiro e Doutorzinho. https://t.co/3m3F3zOPQo https://t.co/QdLQdIbRLC",Neutro
"""House of cards"" terá ""final à altura"", garante Netflix. https://t.co/sTAwMiFRVB https://t.co/8Par2MNFbS",Neutro
"‘Não tenho plano B’, diz Bolsonaro sobre Paulo Guedes https://t.co/JslDDdc3Jt",Neutro
Propaganda do Boticário com família negra sofre ataques na internet: https://t.co/OVKKcpD4sZ https://t.co/biAMVydBQ4,Neutro
Desabafo em comercial rende mais de R$ 1 milhão a Neymar. https://t.co/w4Xwv3bYBG https://t.co/K9pC3q31qj,Neutro
"'Só eu posso saber a minha dor', diz Felipe Neto sobre vazamento de vídeo. https://t.co/G9biuJ7Fpn https://t.co/MEyotYF3kM",Neutro
"Vídeo: Mulher é agredida após reagir contra assédio na rua, em Paris. https://t.co/tT8ChFsmMx https://t.co/beTp91ZIaj",Neutro
"Atacada por fãs, dançarina de Demi Lovato nega envolvimento em overdose. https://t.co/EDO0sgRx2U https://t.co/XZ4741YQNu",Neutro
Modelo curve Bruna Erhardt diz que não se pesa há três anos: 'É muito libertador'. https://t.co/CLKRg3uwEh https://t.co/Caulxlv2dU,Neutro
"""Ele não precisava dessa campanha"", diz Washington Olivetto sobre comercial de Neymar. https://t.co/GkQ0vPoAX4 https://t.co/EANfPbQOHX",Neutro
É #FAKE que pesquisa mostre Bolsonaro à frente em todos os estados mesmo com Lula candidato: https://t.co/pa43vfEn7g https://t.co/7CEFdg3Rjf,Neutro
Youtuber de 6 anos lança linha própria de brinquedos. https://t.co/Y9SoGXTZaF https://t.co/es4WmxAmSb,Neutro
"Bom dia, pessoal! Esta é a versão impressa da capa do #JornalOGlobo desta terça-feira, dia 31 de julho de 2018. Para mais notícias, acesse: https://t.co/6QeHHAyTfp! 😉 https://t.co/2UYTB5E4pW",Neutro
Bolsonaro diz que não tem 'plano B' para a economia sem seu orientador. https://t.co/7NRdYGbqXa https://t.co/9Zwy2NF25Y,Neutro
Produto feito no Brasil chega a ser 30% mais caro que o produzido nos EUA https://t.co/PoBkTNg3ru,Neutro
Inteligência americana indica que Coreia do Norte constrói novos mísseis https://t.co/9iXz5YhOc0,Neutro
Diretor de Aviação Civil da Malásia renuncia após relatório final do MH370. https://t.co/CLDYLSVNZ8 https://t.co/R7J1LdEPd2,Neutro
Polícia faz operação contra cartel na distribuição de combustíveis no PR https://t.co/X2bgjxjGZI,Neutro
Vai viajar? Veja se o país de destino exige alguma vacina. https://t.co/vGyXNrovZK https://t.co/xipQ43Jc7J,Neutro
FOTOS: Incêndios florestais devastam o norte da Califórnia https://t.co/EuK4NRvZYx,Neutro
Nomes cogitados por Alckmin e Marina recusam sondagens. https://t.co/kek2MgphAG https://t.co/AtyfKWSdCg,Neutro
"No Rio, Romário e Eduardo Paes disputam apoio do PR. https://t.co/eCCElkDvEj https://t.co/AoqOSMM4Lj",Neutro
Janaína e Bolsonaro conversam e ela volta a ter ‘muita chance’ de ser vice https://t.co/7a9XXNwa9H,Neutro
"Campanha de Marina ironiza discurso de Bolsonaro sobre refugiados, economia e ditadura. https://t.co/1uAef1v6ys https://t.co/iKtjerNl4R",Neutro
Veja o que é #FATO ou #FAKE na entrevista de Alvaro Dias para a GloboNews. https://t.co/lucVnjhlL4,Neutro
Brasil registra 822 casos de sarampo apenas este ano. https://t.co/g4gsjJayMQ https://t.co/mF9e04sICA,Neutro
Embraer tem prejuízo e receita 20% menor no segundo trimestre https://t.co/yVVIqOyrFU,Neutro
Fox planeja derivado de ’24 Horas’ para contar origem de Jack Bauer https://t.co/OeaDYAr6cm,Neutro
Empresas recorrem à inteligência artificial e a simulações na hora de contratar. https://t.co/IeCGCjYuOh https://t.co/eoC0vdXYJy,Neutro
"Nilmar se diz recuperado de depressão, mas nega volta ao futebol https://t.co/fp7AozLfC6",Neutro
É #FAKE cartaz da PM de SP com alerta contra golpe do ovo no para-brisa. https://t.co/KAvzZv3Tzn https://t.co/SYpzXD5SPY,Neutro
"Para manter crescimento sustentável na próxima década só com investimento médio de 17,8%. https://t.co/w3aZOlURRy https://t.co/BRFULaP8gU",Neutro
"Desemprego recua para 12,4% em junho e atinge 13 milhões de pessoas https://t.co/IhX8WB9Phx",Neutro
Maduro assume ‘responsabilidade’ por crise econômica da Venezuela https://t.co/fkz1QTiauh,Neutro
Novela ‘O Tempo Não Para’ marca retorno de Luiz Fernando Guimarães https://t.co/oVBS4eT7iH,Neutro
Terrorista de Manchester foi resgatado da Líbia pela Marinha britânica. https://t.co/F4mVMRZZ7G https://t.co/U2U21jK3YB,Neutro
.@Ancelmocom: Michel Assef diz que Kleber Leite sofre retaliação no Flamengo. https://t.co/DqBrOBTaw0 https://t.co/RuuUgjhsMv,Neutro
Mostra na Caixa Cultural reúne filmes da Alemanha Oriental. https://t.co/c5IhYVPz8L https://t.co/wKVV8NyYdv,Neutro
A animação de Cristiano Ronaldo na Juventus: ‘Primeiro treino duro’ https://t.co/lkYs08b76i,Neutro
Técnico do Real Madrid rasga elogios a Vinicius Júnior. https://t.co/trpQmnStBT https://t.co/rpDuznDIP4,Neutro
Justiça não considera plástico em nugget motivo para indenização. https://t.co/qXVJthCKcn https://t.co/YjRN0oD9KS,Neutro
É #FAKE texto que diz que tapioca pode matar. https://t.co/BK6gKRqzCn https://t.co/uC9XCUxYGF,Neutro
".@Ancelmocom: Veja a primeira foto de Paulo Vilhena como Seu Cebola, o pai do Cebolinha. https://t.co/ZWqIO4Eew6 https://t.co/YnPA140Jci",Neutro
"Luz se apaga e Ratinho tem que pensar rápido, ao vivo no SBT https://t.co/CyOOh0Dc5J",Neutro
"Exposições, cursos e oficinas voltados à inovação serão oferecidos ao público a partir de sexta-feira na Casa Firjan. https://t.co/zb5oizzSvj https://t.co/VZHtDgaUl7",Neutro
Alpinistas presos após terremoto na Indonésia são resgatados https://t.co/NiNLjBc7Is,Neutro
China condena à morte escritor que ‘confessou’ 4 assassinatos em livro https://t.co/KVCbSVndg8,Neutro
Restaurantes passam a vender quentinhas na rua. https://t.co/qgDYg3Ii2n https://t.co/ig3BXXkSQ3,Neutro
‘Desculpa patrocinada’ de Neymar é parte de contrato de R$ 26 mi https://t.co/kdDXCq4FjI,Neutro
Bruna Marquezine ao fim de ‘Deus Salve o Rei’: ‘Não me arrependo de nada’ https://t.co/sjOMJj98Rr,Neutro
Jhonny Hooker é alvo de notícia-crime após show polêmico em Pernambuco. https://t.co/sDRoleVV8g https://t.co/RUhUayKz6I,Neutro
Três aplicativos de delivery que você precisa conhecer. https://t.co/FqgTMrIfC0 https://t.co/kFM4IIT1Oo,Neutro
Mãe sai em defesa de Neymar: ‘Não se abata com acusações’ https://t.co/Zk61RysMOY,Neutro
"Advogado Hélio Bicudo, autor do impeachment e fundador do PT, morre aos 96 https://t.co/8DPdbWdx1c",Neutro
"Em boa fase, Flamengo dobra o número de rodadas na liderança do Brasileiro. https://t.co/Hi0VrooYkn https://t.co/JFT3WhTGgZ",Neutro
Dublê de Dwayne Johnson há 17 anos ganha carrão de surpresa do ator https://t.co/jQHUxHoUV6,Neutro
"'Ele tinha no rosto um pavor enorme', disse soldado que matou o cangaceiro Lampião, há 80 anos. https://t.co/I39fyP5RCE https://t.co/EGdbMLwcWe",Neutro
Jean Todt: ‘É o momento de deixar Schumacher viver a vida em paz’ https://t.co/2mnoY9FWE2,Neutro
Número de brasileiros que não trabalha nem procura vaga é recorde https://t.co/sDJxL6Vugw,Neutro
